Solution Dynamics Limited,SDL.NZ,NZSE,New Zealand
Seeka Kiwifruit Indu,SEK.NZ,NZSE,New Zealand
Speirs Group Limited,SGL.NZ,NZSE,New Zealand
Skycity Entertainment,SKC.NZ,NZSE,New Zealand
Skellerup Holdings Limited,SKL.NZ,NZSE,New Zealand
Sky Network Television Limited,SKT.NZ,NZSE,New Zealand
Sealegs Corporation Limited,SLG.NZ,NZSE,New Zealand
South Port New Zealand Limited,SPN.NZ,NZSE,New Zealand
SmartPay Holdings Ltd,SPY.NZ,NZSE,New Zealand
Southern Travel,STH.NZ,NZSE,New Zealand
Steel & Tube Holdings Ltd.,STU.NZ,NZSE,New Zealand
Savoy Equities Limited,SVY.NZ,NZSE,New Zealand
Telecom Corporation,TEL.NZ,NZSE,New Zealand
Tenon Limited,TEN.NZ,NZSE,New Zealand
Tourism Holdings Limited,THL.NZ,NZSE,New Zealand
Telstra Corp Ltd,TLS.NZ,NZSE,New Zealand
TrustPower Limited,TPW.NZ,NZSE,New Zealand
TeamTalk Limited,TTK.NZ,NZSE,New Zealand
Turners Auctions Limited,TUA.NZ,NZSE,New Zealand
Turners & Growers Limited,TUR.NZ,NZSE,New Zealand
Tower Limited,TWR.NZ,NZSE,New Zealand
Vector Limited,VCT.NZ,NZSE,New Zealand
Westpac Banking Corp,WBC.NZ,NZSE,New Zealand
Wellington Drive Tec,WDT.NZ,NZSE,New Zealand
Wool Equities Limited,WEL.NZ,NZSE,New Zealand
Acurity Health Group Ltd,WFD.NZ,NZSE,New Zealand
Warehouse Group Limited (The),WHS.NZ,NZSE,New Zealand
Widespread Portfolios Ltd.,WID.NZ,NZSE,New Zealand
New Zealand Wool Ser,WSI.NZ,NZSE,New Zealand
Windflow Technology Limited,WTL.NZ,NZSE,New Zealand
Xero Ltd,XRO.NZ,NZSE,New Zealand
Zintel Group Limited,ZIN.NZ,NZSE,New Zealand
